pid,majorcat,province,area,sex,age,a003,a004_10,a010,a014,a016,a018,a019,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d007_10,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck,FirstWorkPeriod,LongWork,LongWork2,major_same,major_help,big_company,work_sati,company_sati,supply1,supply2,supply3,supply4,supply5,supply6,supply7,work_day,work_time,insurance1,insurance2,insurance3,insurance4,insurance5,com_area,industry,score,q001G,p001G,provinceG,major_sameG,major_helpG,majorcatG,q015G,q016G,q017G,big_companyG,work_satiG,company_satiG,supply,work_timeB,commuting_time,나이,학점,성별,건강상태,결혼상태,대학지역,전공일치,본전공,재학중일자리경험,삶의만족도_개인,삶의만족도_관계,삶의만족도_소속집단,종사자수,업무만족도,교통수단,출퇴근시간
25161,1,5,광주,2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,1.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,30.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3,3.7,1,4,3,3,3,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-03-01,2019-12-01,,9.0,0,9.0,0,0,2,2,1,4,4,3,3,3,3,3,3,3,5.0,30,3,2,1,1,2,6.0,,3.0,3,1,2,1,1,1,1,1,1,2.0,3,3,0,0,,24.0,3.0,여자,건강하다,미혼,비수도권,맞지않다,문과,있다,그렇다,그렇다,그렇다,1000명미만,그렇지않다,,
25166,1,5,전북,2,24.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3.8,1,4,5,6,5,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-08-01,2019-09-01,,1.0,0,1.0,0,0,4,4,6,4,4,2,2,2,2,2,2,2,5.0,40,2,2,2,2,2,12.0,16.0,3.0,3,1,2,3,3,1,3,3,3,2.0,3,3,0,0,,24.416666667,3.0,여자,건강하다,미혼,비수도권,잘맞다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
25242,2,1,서울,2,27.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.7,1,4,7,7,7,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2018-07-01,2020-03-01,,20.0,0,20.0,1,0,3,2,9,2,3,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,1.0,10.0,3.0,3,1,1,2,1,1,3,3,3,1.0,1,2,1,0,,27.416666667,3.0,여자,건강하다,미혼,수도권,보통이다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇다,,
25304,2,1,서울,2,28.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,40.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3,4.02,2,3,4,6,5,1,2019,1,2,2012-03-01,2019-02-28,2019-09-01,,2018-11-01,2019-05-01,,6.0,0,6.0,0,0,2,1,5,3,3,2,2,2,2,2,1,2,5.0,40,1,2,1,1,1,1.0,13.0,3.0,2,1,1,1,1,1,2,3,3,2.0,2,2,0,0,,28.583333333,3.0,여자,보통이다,미혼,수도권,맞지않다,문과,없다,보통이다,그렇지않다,그렇지않다,1000명미만,보통이다,,
25327,2,1,서울,2,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,5.0,40.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.3,1,4,5,5,5,1,2019,1,2,2008-03-01,2018-08-31,2019-09-01,,2019-05-01,2020-08-01,,15.0,0,15.0,1,0,4,4,6,2,3,1,1,3,2,1,3,1,5.0,40,1,2,1,1,1,1.0,3.0,3.0,3,1,1,3,3,1,3,3,3,2.0,1,2,0,0,,31.5,3.0,여자,건강하다,미혼,수도권,잘맞다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,
25407,2,2,경기,1,27.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,40.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.7,2,3,3,3,3,1,2019,1,2,2012-03-01,2019-02-28,2019-09-01,,2019-01-01,2019-06-01,,5.0,0,5.0,0,0,2,2,9,1,2,1,1,1,2,2,1,1,5.0,40,1,2,1,1,1,8.0,7.0,3.0,2,1,1,1,1,1,1,1,1,1.0,1,1,0,0,,27.666666667,3.0,남자,보통이다,미혼,수도권,맞지않다,문과,없다,그렇다,그렇다,그렇다,1000명이상,그렇다,,
25472,2,3,충남,1,27.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,3,3.5,2,5,5,6,6,1,2019,1,2,2011-03-01,2018-08-31,2019-09-01,,2018-09-01,2020-08-01,,23.0,0,23.0,1,0,3,4,6,5,5,2,1,2,2,2,2,2,5.0,40,2,2,2,2,1,8.0,16.0,3.0,3,1,2,2,3,1,3,3,3,2.0,3,3,0,0,,27.583333333,3.0,남자,건강하다,미혼,비수도권,보통이다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
25529,2,4,경남,1,25.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,-1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,28.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3.26,1,4,6,6,6,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-05-01,2020-04-01,,11.0,0,11.0,0,0,1,1,-1,4,3,2,2,2,2,2,2,2,4.0,28,2,2,2,2,2,,14.0,3.0,3,1,2,1,1,1,3,3,3,,3,2,0,0,,25.916666667,3.0,남자,건강하다,미혼,비수도권,맞지않다,문과,있다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,
25534,2,4,경남,2,25.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,40.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3,4.2,2,5,6,6,5,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-11-01,2020-06-01,,7.0,0,7.0,0,0,1,3,3,3,3,1,2,3,2,3,2,3,5.0,40,1,2,1,1,1,2.0,3.0,3.0,3,1,2,1,2,1,3,3,3,2.0,2,2,0,0,,25.416666667,3.0,여자,건강하다,미혼,비수도권,맞지않다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,
25549,2,4,경북,1,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,6.0,8.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,5.0,45.0,3.0,3.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,3,4.1,2,2,6,5,6,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2018-01-01,2019-03-01,,14.0,0,14.0,1,0,4,5,6,3,3,1,1,3,1,1,2,3,5.0,45,1,2,1,1,1,8.0,14.0,3.0,1,1,2,3,3,1,3,3,3,2.0,2,2,0,1,,26.0,3.0,남자,건강하지않다,미혼,비수도권,잘맞다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,
25570,2,4,경북,1,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,45.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1,2.5,2,4,5,5,5,1,2019,1,2,2014-03-01,2018-08-31,2019-09-01,,2019-01-01,2020-02-01,,13.0,0,13.0,1,0,3,1,9,4,2,2,2,1,2,1,2,1,5.0,45,3,3,1,3,3,1.0,7.0,1.125,3,1,2,2,1,1,3,3,3,1.0,3,1,0,1,,29.0,1.125,남자,건강하다,미혼,비수도권,보통이다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,
25588,2,4,대구,1,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,6.0,40.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.0,1,4,3,5,4,1,2019,1,2,2011-03-01,2018-08-31,2019-09-01,,2019-06-01,2019-08-01,,2.0,0,2.0,0,0,3,3,7,4,2,1,3,3,1,3,1,3,6.0,40,1,2,1,1,1,3.0,3.0,3.0,3,1,2,2,2,1,1,3,2,2.0,3,1,0,0,,28.0,3.0,남자,건강하다,미혼,비수도권,보통이다,문과,있다,그렇다,그렇지않다,보통이다,1000명미만,그렇지않다,,
25591,2,4,대구,1,28.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,5.0,40.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,3,4.33,1,2,3,5,5,1,2019,1,2,2011-03-01,2018-08-31,2019-09-01,,2019-12-01,2020-03-01,,3.0,0,3.0,0,0,4,3,3,4,4,1,1,3,1,3,2,3,5.0,40,1,2,1,1,1,2.0,18.0,3.0,1,1,2,3,2,1,1,3,3,2.0,3,3,0,0,,28.416666667,3.0,남자,건강하지않다,미혼,비수도권,잘맞다,문과,있다,그렇다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
25641,2,4,부산,2,25.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,5.0,40.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.5,1,4,4,6,6,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-02-01,2020-02-01,,12.0,0,12.0,1,0,2,4,-1,2,2,1,1,1,2,3,3,1,5.0,40,1,2,1,1,1,1.0,9.0,3.0,3,1,2,1,3,1,2,3,3,,1,1,0,0,,25.416666667,3.0,여자,건강하다,미혼,비수도권,맞지않다,문과,있다,보통이다,그렇지않다,그렇지않다,,그렇다,,
25738,2,1,서울,2,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,45.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.2,1,4,5,5,5,1,2019,1,2,2014-03-01,2018-08-31,2019-09-01,,2019-05-01,2019-11-01,,6.0,0,6.0,0,0,3,2,6,2,2,1,1,1,2,1,2,1,5.0,45,1,2,1,1,1,1.0,3.0,3.0,3,1,1,2,1,1,3,3,3,2.0,1,1,0,1,,25.25,3.0,여자,건강하다,미혼,수도권,보통이다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,
25808,2,2,인천,2,24.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,6.0,5.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,5.0,40.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3,3.99,2,3,5,6,6,1,2019,1,2,2014-03-01,2018-08-31,2019-09-01,,2018-09-01,2019-01-01,,4.0,0,4.0,0,0,3,2,6,4,4,3,2,3,1,2,1,3,5.0,40,1,2,1,1,3,5.0,13.0,3.0,2,1,1,2,1,1,3,3,3,2.0,3,3,0,0,,24.666666667,3.0,여자,보통이다,미혼,수도권,보통이다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
25826,2,3,충남,2,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,45.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,3.21,1,3,5,5,5,1,2019,1,2,2016-03-01,2018-08-31,2019-09-01,,2018-10-01,2020-02-01,,16.0,0,16.0,1,0,1,1,2,2,2,1,2,3,2,3,3,3,5.0,45,1,2,1,1,1,1.0,,3.0,2,1,2,1,1,1,3,3,3,2.0,1,1,0,1,,26.5,3.0,여자,보통이다,미혼,비수도권,맞지않다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,
25857,2,4,대구,1,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,5.0,30.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3.3,1,4,5,5,5,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-08-01,2019-12-01,,4.0,0,4.0,0,0,3,1,1,3,3,2,2,3,1,3,3,3,5.0,30,2,2,2,2,2,3.0,6.0,3.0,3,1,2,2,1,1,3,3,3,2.0,2,2,0,0,,26.5,3.0,남자,건강하다,미혼,비수도권,보통이다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,
25895,2,5,전북,2,26.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,21.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3.7,1,3,6,6,6,1,2019,1,2,2014-03-01,2018-08-31,2019-09-01,,2020-02-01,2020-06-01,,4.0,0,4.0,0,0,1,1,2,3,2,2,2,2,2,2,2,2,3.0,21,2,2,2,2,2,12.0,9.0,3.0,2,1,2,1,1,1,3,3,3,2.0,2,1,0,0,,26.333333333,3.0,여자,보통이다,미혼,비수도권,맞지않다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,
26016,2,3,대전,2,23.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,9.0,10.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,3,4.16,1,5,7,7,7,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-03-01,2020-02-01,,11.0,0,11.0,0,0,5,5,9,5,5,1,1,3,1,1,3,3,5.0,40,1,2,1,1,1,10.0,15.0,3.0,3,1,2,3,3,1,3,3,3,1.0,3,3,0,0,,23.833333333,3.0,여자,건강하다,미혼,비수도권,잘맞다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,
26125,2,3,대전,2,25.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3,3.68,2,3,4,4,4,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2017-02-01,2019-04-01,,26.0,0,26.0,1,1,1,2,2,4,3,2,2,2,2,2,2,2,2.0,12,3,3,3,3,3,4.0,9.0,3.0,2,1,2,1,1,1,2,2,2,2.0,3,2,0,0,,25.166666667,3.0,여자,보통이다,미혼,비수도권,맞지않다,문과,없다,보통이다,보통이다,보통이다,1000명미만,그렇지않다,,
26142,2,3,충남,2,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,-1.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.8,2,3,4,4,4,1,2019,1,2,2013-03-01,2018-08-31,2019-09-01,,2018-03-01,2019-04-01,,13.0,0,13.0,1,0,4,4,-1,4,4,1,2,1,1,1,1,1,5.0,40,1,2,1,1,1,11.0,13.0,3.0,2,1,2,3,3,1,2,2,2,,3,3,0,0,,26.5,3.0,여자,보통이다,미혼,비수도권,잘맞다,문과,없다,보통이다,보통이다,보통이다,,그렇지않다,,
26254,2,1,서울,2,25.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,22.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3.7,1,4,5,5,5,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-03-01,2019-08-01,,5.0,0,5.0,0,0,1,1,4,3,4,1,1,3,3,1,1,3,4.0,22,2,2,2,2,2,1.0,16.0,3.0,3,1,1,1,1,1,3,3,3,2.0,2,3,0,0,,25.833333333,3.0,여자,건강하다,미혼,수도권,맞지않다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,
26263,2,2,강원,1,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,5.0,52.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,3.5,2,2,3,3,3,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2018-11-01,2020-03-01,,16.0,0,16.0,1,0,1,1,5,2,2,1,1,3,2,2,3,3,5.0,52,1,2,1,1,1,1.0,10.0,3.0,1,1,1,1,1,1,1,1,1,2.0,1,1,0,1,,26.75,3.0,남자,건강하지않다,미혼,수도권,맞지않다,문과,없다,그렇다,그렇다,그렇다,1000명미만,그렇다,,
26273,2,2,경기,2,24.583333333,1.0,9.0,1.0,8.0,3.0,0.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,3,3.74,2,4,6,7,7,1,2019,0,1,2014-03-01,2019-02-28,2019-09-01,2017-07-01,,,26.0,,0,26.0,1,1,1,1,1,5,4,2,2,2,2,2,2,2,2.0,12,2,2,2,2,2,8.0,9.0,3.0,3,1,1,1,1,1,3,3,3,2.0,3,3,0,0,30.0,24.583333333,3.0,여자,건강하다,미혼,수도권,맞지않다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,시내버스,30.0
26378,2,4,부산,2,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,6.0,8.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3,4.21,1,2,3,3,3,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-12-01,2020-02-01,,2.0,0,2.0,0,0,3,2,-1,3,3,3,3,3,1,3,1,3,6.0,8,1,2,1,1,1,2.0,7.0,3.0,1,1,2,2,1,1,1,1,1,,2,2,0,0,,25.25,3.0,여자,건강하지않다,미혼,비수도권,보통이다,문과,있다,그렇다,그렇다,그렇다,,보통이다,,
26379,2,4,부산,1,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,25.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3.24,1,4,5,5,5,1,2019,1,2,2010-03-01,2018-08-31,2019-09-01,,2019-08-01,2019-10-01,,2.0,0,2.0,0,0,3,4,2,3,3,2,2,2,2,2,2,2,5.0,25,2,2,2,2,2,2.0,3.0,3.0,3,1,2,2,3,1,3,3,3,2.0,2,2,0,0,,29.25,3.0,남자,건강하다,미혼,비수도권,보통이다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,
26402,2,5,전남,1,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.0,2,4,2,3,2,1,2019,1,2,2012-03-01,2019-02-28,2019-09-01,,2019-02-01,2020-06-01,,16.0,0,16.0,1,0,4,2,6,2,3,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,13.0,7.0,3.0,3,1,2,3,1,1,1,1,1,2.0,1,2,1,0,,27.0,3.0,남자,건강하다,미혼,비수도권,잘맞다,문과,없다,그렇다,그렇다,그렇다,1000명미만,그렇다,,
26437,2,4,경남,1,25.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.9,2,3,6,7,6,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2019-06-01,2020-02-01,,8.0,0,8.0,0,0,2,2,9,2,2,1,1,1,2,1,1,1,5.0,40,1,2,1,1,1,15.0,3.0,3.0,2,1,2,1,1,1,3,3,3,1.0,1,1,0,0,,25.833333333,3.0,남자,보통이다,미혼,비수도권,맞지않다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇다,,
26457,2,1,서울,2,27.0,2.0,15.0,7.0,8.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,40.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.7,1,4,4,4,4,1,2019,0,1,2012-03-01,2019-02-28,2019-09-01,2016-08-01,,,37.0,,0,37.0,1,1,2,2,7,4,4,1,1,1,1,1,2,1,5.0,40,2,1,1,2,1,8.0,15.0,3.0,3,1,1,1,1,1,2,2,2,2.0,3,3,0,0,60.0,27.0,3.0,여자,건강하다,미혼,수도권,맞지않다,문과,있다,보통이다,보통이다,보통이다,1000명미만,그렇지않다,승용차,60.0
26475,2,1,서울,2,27.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,40.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.8,1,4,5,6,6,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2018-04-01,2019-04-01,,12.0,0,12.0,1,0,4,2,4,2,2,1,1,3,2,1,2,1,5.0,40,1,2,1,1,1,1.0,13.0,3.0,3,1,1,3,1,1,3,3,3,2.0,1,1,0,0,,27.333333333,3.0,여자,건강하다,미혼,수도권,잘맞다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,
26517,2,2,경기,2,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3.8,2,3,5,5,5,1,2019,1,2,2012-03-01,2019-02-28,2019-09-01,,2020-07-01,2020-08-01,,1.0,0,1.0,0,0,2,1,-1,2,2,3,3,3,3,3,3,3,1.0,4,2,2,2,2,2,8.0,9.0,3.0,2,1,1,1,1,1,3,3,3,,1,1,0,0,,27.5,3.0,여자,보통이다,미혼,수도권,맞지않다,문과,없다,그렇지않다,그렇지않다,그렇지않다,,그렇다,,
26535,2,2,인천,1,32.25,2.0,15.0,7.0,5.0,2.0,0.0,30.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,40.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,3,2.3,1,4,6,6,6,2,2019,0,1,2007-03-01,2019-02-28,2019-09-01,2011-12-01,,,93.0,,0,93.0,1,1,4,4,7,4,4,1,1,1,1,1,3,1,5.0,40,2,1,1,3,3,5.0,15.0,3.0,3,2,1,3,3,1,3,3,3,2.0,3,3,0,0,30.0,32.25,3.0,남자,건강하다,기혼,수도권,잘맞다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,승용차,30.0
26537,2,3,대전,1,27.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,15.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3.4,1,5,7,7,7,1,2019,1,2,2011-03-01,2019-02-28,2019-09-01,,2019-05-01,2020-06-01,,13.0,0,13.0,1,0,1,1,1,4,3,3,3,3,3,3,3,3,5.0,15,2,2,2,2,2,4.0,18.0,3.0,3,1,2,1,1,1,3,3,3,2.0,3,2,0,0,,27.583333333,3.0,남자,건강하다,미혼,비수도권,맞지않다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
26570,2,4,경남,2,27.416666667,2.0,9.0,9.0,7.0,2.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,35.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,3,3.8,2,5,7,7,7,1,2019,0,1,2012-03-01,2019-02-28,2019-09-01,2016-10-01,,,35.0,,0,35.0,1,1,1,1,9,3,3,1,1,1,1,1,1,1,5.0,35,1,2,1,1,3,7.0,9.0,3.0,3,1,2,1,1,1,3,3,3,1.0,2,2,1,0,10.0,27.416666667,3.0,여자,건강하다,미혼,비수도권,맞지않다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,보통이다,승용차,10.0
26625,2,1,서울,2,23.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,21.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3,3.66,2,2,1,1,1,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-06-01,2019-06-01,,0.0,0,0.0,0,0,2,3,3,1,1,3,3,3,2,3,3,3,3.0,21,1,2,2,1,2,1.0,14.0,3.0,1,1,1,1,2,1,1,1,1,2.0,1,1,0,0,,23.583333333,3.0,여자,건강하지않다,미혼,수도권,맞지않다,문과,없다,그렇다,그렇다,그렇다,1000명미만,그렇다,,
26630,2,1,서울,2,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,4.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,30.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3,4.1,2,4,4,4,4,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-12-01,2020-02-01,,2.0,0,2.0,0,0,4,4,4,4,4,2,2,2,1,2,2,2,5.0,30,2,2,2,3,3,8.0,16.0,3.0,3,1,1,3,3,1,2,2,2,2.0,3,3,0,0,,27.25,3.0,여자,건강하다,미혼,수도권,잘맞다,문과,없다,보통이다,보통이다,보통이다,1000명미만,그렇지않다,,
